timestamp,Q_sub_maize,Q_sub_manure,Q_sub_grass,pH,VFA,TAC,FOS_TAC,T_digester,Q_gas,CH4_content,Q_ch4,Q_co2,P_gas,P_el,P_th
2024-01-02 06:00:00,16.5,11.1,0.0,7.2,1.86,12.5,0.161,308.75,865.7,57.5,511.8,361.6,1.0171,84.3,94.5
2024-01-02 07:00:00,16.1,11.1,-0.1,7.22,2.18,12.7,0.161,308.33,899.9,58.9,522.0,368.5,1.0184,86.7,96.4
2024-01-02 08:00:00,16.6,11.2,0.0,7.29,1.9,13.0,0.161,308.65,872.7,58.0,512.1,365.4,1.0127,90.1,107.2
2024-01-02 09:00:00,15.9,11.2,0.0,7.21,2.35,,0.161,308.43,881.0,58.0,526.6,373.5,1.014,81.6,95.5
2024-01-02 10:00:00,16.2,10.7,0.1,7.28,1.77,12.8,0.161,308.41,883.7,58.1,519.8,378.3,1.0152,82.7,94.9
2024-01-02 11:00:00,15.4,10.7,0.1,7.19,2.34,13.1,0.161,308.63,902.9,57.8,512.9,383.0,1.0158,84.4,93.5
2024-01-02 12:00:00,15.4,11.0,0.2,7.27,2.12,13.0,0.161,308.59,877.8,57.9,519.5,373.8,1.0136,77.7,98.7
2024-01-02 13:00:00,15.8,11.0,-0.1,7.32,2.07,13.3,0.16,308.16,886.1,57.1,497.3,371.9,1.016,79.4,93.0
2024-01-02 14:00:00,15.8,10.9,0.1,7.12,2.0,13.8,0.16,308.77,864.0,57.4,502.2,369.5,1.0142,80.6,90.1
2024-01-02 15:00:00,15.5,11.6,0.0,7.21,2.14,12.8,0.16,308.76,873.6,56.9,410.8,371.2,1.0151,87.1,99.7
2024-01-02 16:00:00,15.2,10.9,0.2,7.27,2.08,12.9,0.16,308.37,864.5,57.2,503.9,375.9,1.0162,84.0,100.1
2024-01-02 17:00:00,15.0,11.0,-0.1,7.24,2.25,13.3,0.16,308.58,897.8,57.0,506.2,381.0,1.0152,83.8,90.1
2024-01-02 18:00:00,16.0,10.9,-0.1,7.26,2.11,13.2,0.161,308.6,868.9,56.1,498.3,386.3,1.0143,87.3,84.1
2024-01-02 19:00:00,16.1,10.8,-0.1,7.21,2.11,13.6,0.161,308.56,888.8,57.0,495.3,382.7,1.015,82.6,98.7
2024-01-02 20:00:00,16.0,10.5,-0.2,7.25,2.03,13.2,0.16,308.41,897.3,56.1,504.6,395.2,1.0151,85.6,90.7
2024-01-02 21:00:00,16.3,10.7,-0.1,7.24,2.08,12.9,0.16,308.39,900.6,56.6,500.0,391.3,1.0145,83.5,98.5
2024-01-02 22:00:00,16.0,10.4,-0.1,7.3,2.13,13.2,0.16,308.53,900.1,56.3,518.5,395.4,1.0148,85.7,85.1
2024-01-02 23:00:00,15.2,10.4,0.0,7.26,1.83,13.3,0.16,308.77,906.0,57.0,509.7,395.5,1.0185,81.9,99.9
2024-01-03 00:00:00,15.7,10.3,0.0,7.26,1.88,13.2,0.16,308.65,913.0,55.9,509.2,391.5,1.0165,73.0,89.8
2024-01-03 01:00:00,15.3,10.4,0.2,7.23,2.19,13.1,0.16,308.47,,55.8,515.0,407.1,1.0148,85.0,100.0
2024-01-03 02:00:00,15.1,10.8,0.1,7.22,2.1,13.3,0.16,308.71,931.9,56.0,508.4,408.7,1.0168,93.2,96.9
2024-01-03 03:00:00,15.4,9.9,-0.1,7.23,2.05,13.3,0.16,307.99,948.7,55.9,513.2,406.5,1.0148,91.1,92.5
2024-01-03 04:00:00,15.4,10.3,-0.1,7.27,2.08,13.4,0.16,308.79,925.1,56.4,528.7,409.5,1.0178,91.7,95.7
2024-01-03 05:00:00,15.3,9.8,0.0,7.23,2.13,13.2,0.16,308.22,920.7,55.3,,412.5,1.0162,93.5,101.7
2024-01-03 06:00:00,14.7,10.0,-0.1,7.26,1.99,12.9,0.16,308.5,936.8,55.6,520.1,405.1,1.0153,88.2,99.2
2024-01-03 07:00:00,14.7,10.3,0.2,7.35,1.96,13.0,0.16,308.36,966.3,55.7,531.9,409.7,1.0164,89.1,102.0
2024-01-03 08:00:00,14.8,10.0,5.1,7.27,2.13,13.3,0.163,308.33,934.9,56.8,538.0,415.2,1.0124,85.4,109.4
2024-01-03 09:00:00,15.0,9.7,5.0,7.22,1.96,12.7,0.163,308.82,961.3,57.3,537.3,406.9,1.0133,87.3,92.1
2024-01-03 10:00:00,14.5,9.7,4.8,7.29,2.16,13.0,0.163,308.5,963.2,56.5,541.0,412.6,1.0132,92.2,108.4
2024-01-03 11:00:00,14.5,9.9,5.1,7.21,1.85,12.8,0.163,308.67,941.9,56.6,532.3,405.2,1.0159,95.5,101.2
2024-01-03 12:00:00,14.2,9.6,5.0,7.13,2.26,12.9,0.163,308.59,953.7,56.8,530.0,411.4,1.019,89.1,96.5
2024-01-03 13:00:00,14.2,9.7,5.1,7.18,2.17,13.3,0.163,308.7,964.4,57.5,549.1,407.9,1.02,87.8,94.6
2024-01-03 14:00:00,14.7,9.7,4.8,7.14,2.14,12.9,0.163,308.63,943.9,56.7,539.5,399.9,1.0169,90.2,100.6
2024-01-03 15:00:00,14.9,9.5,4.9,7.22,2.25,12.9,0.163,308.36,944.8,57.4,541.1,409.0,1.0166,93.4,106.3
2024-01-03 16:00:00,14.5,10.0,5.0,7.23,2.35,12.4,0.164,308.82,939.7,58.0,551.5,399.1,1.012,83.4,101.3
2024-01-03 17:00:00,14.8,9.6,5.0,7.32,2.25,13.0,0.164,308.52,933.6,57.9,547.5,396.3,1.0145,79.2,109.6
2024-01-03 18:00:00,14.7,9.0,5.0,7.25,1.82,,0.164,308.31,935.0,57.9,547.4,397.7,1.014,88.0,94.9
2024-01-03 19:00:00,14.4,9.4,5.1,7.22,1.91,13.4,0.164,308.54,926.6,58.5,557.9,398.6,1.0143,84.7,102.1
2024-01-03 20:00:00,14.8,9.2,4.9,7.28,2.01,12.7,0.164,308.93,936.1,56.9,541.0,386.9,1.0152,88.3,95.9
2024-01-03 21:00:00,15.2,9.5,5.0,7.12,2.1,12.8,0.165,308.8,924.6,58.7,550.1,388.0,1.0145,90.0,103.9
2024-01-03 22:00:00,14.8,9.1,5.0,7.25,2.18,12.8,0.165,308.56,930.8,58.3,544.3,386.2,1.0115,88.4,106.4
2024-01-03 23:00:00,15.4,9.2,5.1,7.27,1.99,13.2,0.165,308.57,908.6,57.9,544.8,383.8,1.0169,97.8,99.7
2024-01-04 00:00:00,14.2,9.3,0.1,7.18,2.1,12.7,0.163,308.57,922.9,59.2,551.2,378.3,1.0133,92.0,88.6
2024-01-04 01:00:00,15.3,9.3,-0.1,7.31,1.96,12.8,0.163,309.06,923.1,59.8,543.7,372.7,1.0159,91.6,102.4
2024-01-04 02:00:00,15.2,8.9,-0.2,7.27,1.98,12.9,0.163,308.72,889.6,59.2,542.2,367.3,1.0195,92.9,103.2
2024-01-04 03:00:00,15.2,9.0,0.1,7.23,,12.7,0.164,308.73,907.9,59.9,543.4,367.5,1.0135,83.8,102.7
2024-01-04 04:00:00,15.5,9.0,0.0,7.28,,12.5,0.164,308.85,910.7,60.3,532.6,359.4,1.0102,94.3,106.5
2024-01-04 05:00:00,15.0,8.9,-0.1,7.37,,12.7,0.164,308.69,880.5,60.3,,348.6,1.0147,88.3,94.5
2024-01-04 06:00:00,15.6,9.4,0.2,7.26,,12.9,0.165,308.6,918.6,60.6,,364.8,1.0175,93.1,104.4
2024-01-04 07:00:00,15.9,9.1,0.0,7.26,2.23,12.3,0.165,308.61,910.5,60.2,530.4,367.8,1.0192,85.0,107.6
2024-01-04 08:00:00,16.4,8.8,0.1,7.23,1.93,12.6,0.165,308.63,900.5,59.9,555.9,354.5,1.0129,82.8,93.0
2024-01-04 09:00:00,16.0,9.2,0.0,7.21,2.47,12.3,0.165,308.64,905.9,59.1,536.7,359.0,1.0163,94.6,103.5
2024-01-04 10:00:00,16.0,9.4,0.2,7.29,2.15,12.9,0.166,308.8,909.3,59.9,540.7,364.1,1.0144,92.2,99.1
2024-01-04 11:00:00,16.3,9.2,0.2,7.21,2.11,12.1,0.166,308.66,900.6,59.6,538.2,368.2,1.0151,85.5,100.8
2024-01-04 12:00:00,15.3,8.7,-0.0,7.26,1.94,12.3,0.166,308.8,900.6,61.1,538.9,358.2,1.0206,85.2,102.4
2024-01-04 13:00:00,15.3,8.9,0.1,7.23,2.18,12.6,0.166,308.63,880.9,59.9,538.8,353.3,1.0122,94.6,97.7
2024-01-04 14:00:00,15.2,9.3,0.1,7.28,1.98,12.9,0.166,308.67,886.4,60.0,535.5,353.6,1.0157,82.4,96.1
2024-01-04 15:00:00,15.7,8.9,0.1,7.27,2.09,12.4,0.167,308.25,865.0,60.2,,358.1,1.0161,96.0,98.9
2024-01-04 16:00:00,15.7,9.1,-0.1,7.3,2.46,12.2,0.167,308.83,872.5,59.8,521.6,348.4,1.0173,82.6,92.6
2024-01-04 17:00:00,16.1,9.2,0.1,7.23,2.06,13.0,0.167,308.72,859.0,60.6,520.3,346.3,1.0153,89.6,91.8
2024-01-04 18:00:00,15.7,8.9,0.1,7.24,2.25,11.9,0.168,308.85,855.3,59.3,513.0,346.3,1.0157,84.1,99.9
2024-01-04 19:00:00,16.0,9.1,-0.2,7.2,1.97,11.7,0.168,308.07,869.8,59.6,520.0,343.2,1.0143,88.1,89.9
2024-01-04 20:00:00,16.1,8.5,-0.1,7.23,2.07,12.5,0.168,309.06,914.3,59.0,539.5,367.3,1.0159,86.7,103.9
2024-01-04 21:00:00,15.9,8.9,-0.2,7.27,2.34,12.2,0.169,308.61,940.4,58.6,558.0,387.2,1.0148,91.5,106.1
2024-01-04 22:00:00,16.5,9.1,-0.0,7.29,1.98,12.0,0.169,308.86,943.9,58.8,568.3,391.8,1.0169,94.3,97.2
2024-01-04 23:00:00,16.6,9.0,0.1,7.2,2.35,12.5,0.169,308.43,964.9,58.9,577.6,396.5,1.015,90.1,103.6
2024-01-05 00:00:00,16.6,9.6,0.2,7.29,2.19,12.3,0.169,308.76,988.6,58.6,575.0,401.4,1.0165,99.4,113.6
2024-01-05 01:00:00,16.6,9.0,0.0,7.31,2.0,12.1,0.17,308.42,983.0,58.2,567.4,400.2,1.0157,93.3,102.9
2024-01-05 02:00:00,16.3,9.2,0.2,7.27,2.18,11.9,0.17,308.51,1007.7,57.7,577.4,413.0,1.018,94.7,105.5
2024-01-05 03:00:00,16.7,9.4,-0.1,7.34,2.23,12.5,0.17,309.01,989.9,58.2,570.2,411.6,1.0157,90.7,109.9
2024-01-05 04:00:00,16.8,9.7,-0.2,7.21,2.18,12.4,0.171,308.59,988.5,57.3,569.4,413.3,1.0123,82.6,111.3
2024-01-05 05:00:00,16.7,9.2,-0.0,7.18,1.85,12.2,0.171,308.67,983.6,58.2,574.3,428.7,1.0183,94.2,105.8
2024-01-05 06:00:00,16.9,9.7,0.0,7.16,1.97,12.7,0.171,308.79,987.9,57.7,576.3,418.9,1.014,106.9,103.7
2024-01-05 07:00:00,17.1,9.5,-0.0,7.32,2.05,11.8,0.171,308.72,985.0,56.8,567.2,416.5,1.0145,98.4,113.4
2024-01-05 08:00:00,17.6,9.4,-0.2,7.28,2.07,11.7,0.172,308.64,993.7,57.1,567.2,419.6,1.0146,94.1,114.7
2024-01-05 09:00:00,17.1,9.7,-0.0,7.24,2.18,11.9,0.172,308.68,996.4,56.8,574.0,427.7,1.0186,92.6,110.6
2024-01-05 10:00:00,17.1,9.7,-0.1,7.26,2.11,12.1,0.172,309.09,979.5,57.1,563.9,425.4,1.0115,93.9,105.9
2024-01-05 11:00:00,16.9,9.6,0.1,7.19,1.89,12.2,0.172,308.59,974.9,57.5,577.0,421.1,1.0221,96.3,101.2
2024-01-05 12:00:00,16.4,9.8,0.0,7.37,2.14,12.0,0.172,308.64,920.0,55.7,535.1,410.4,1.0176,82.7,95.5
2024-01-05 13:00:00,16.9,9.8,-0.1,7.25,2.18,12.2,0.172,308.8,909.3,56.6,500.6,390.4,1.0158,90.8,98.4
2024-01-05 14:00:00,16.8,9.9,-0.1,7.25,2.17,11.7,0.173,308.81,,56.3,501.5,391.6,1.0151,86.4,95.3
2024-01-05 15:00:00,17.5,10.1,-0.1,7.28,2.25,12.5,0.173,308.82,844.3,56.6,489.8,382.7,1.0157,84.8,98.4
2024-01-05 16:00:00,16.6,10.4,5.0,7.25,2.24,12.0,0.175,308.71,860.1,56.3,489.0,373.1,1.0161,82.4,93.5
2024-01-05 17:00:00,16.7,9.8,5.1,7.23,,12.4,0.175,308.35,875.5,55.8,481.5,378.2,1.0163,79.7,82.0
2024-01-05 18:00:00,16.5,10.6,4.9,7.18,,12.1,0.176,308.9,847.7,55.9,474.5,372.7,1.0161,82.6,94.4
2024-01-05 19:00:00,16.0,9.8,5.1,7.25,1.87,12.2,0.176,308.34,855.5,55.6,467.3,375.9,1.0152,82.1,84.0
2024-01-05 20:00:00,16.6,10.2,4.9,7.32,2.18,12.2,0.176,308.62,848.8,56.5,473.7,375.0,1.0146,77.4,87.1
2024-01-05 21:00:00,16.4,10.4,4.9,7.29,,12.2,0.176,308.4,849.0,56.0,470.9,370.6,1.0147,76.5,90.5
2024-01-05 22:00:00,16.3,10.4,5.0,7.3,2.15,12.2,0.176,308.54,862.0,57.0,474.2,372.6,1.0146,80.1,99.5
2024-01-05 23:00:00,15.6,10.3,4.9,7.2,1.92,,0.176,308.61,853.4,56.0,483.4,380.6,1.0173,87.7,105.5
2024-01-06 00:00:00,16.2,10.4,4.9,7.18,1.95,12.1,0.176,308.6,847.7,55.7,483.9,369.7,1.0162,72.8,91.9
2024-01-06 01:00:00,15.2,10.4,4.9,7.22,2.27,12.2,0.176,308.62,841.8,55.4,473.2,366.1,1.0091,71.1,87.4
2024-01-06 02:00:00,15.7,10.4,5.2,7.23,2.11,12.0,0.176,308.85,829.1,55.3,462.7,362.0,1.0162,79.1,90.8
2024-01-06 03:00:00,16.0,10.8,0.0,7.3,2.18,12.4,0.173,308.61,845.3,55.5,473.1,366.6,1.0153,78.7,92.6
2024-01-06 04:00:00,14.9,10.7,-0.1,7.06,2.08,11.8,0.173,308.46,834.9,56.6,479.3,372.8,1.0149,79.6,86.9
2024-01-06 05:00:00,14.9,10.6,0.0,7.32,2.08,12.5,0.173,308.7,831.6,56.8,470.9,360.3,1.0142,80.3,98.0
2024-01-06 06:00:00,16.4,10.9,-0.0,7.23,2.23,12.0,0.174,308.74,847.8,55.9,476.8,365.0,1.0172,78.5,90.7
2024-01-06 07:00:00,16.1,10.8,-0.0,7.22,2.01,11.6,0.174,308.25,837.3,57.3,481.1,371.0,1.0169,87.6,92.7
2024-01-06 08:00:00,15.6,11.0,0.1,7.19,2.1,12.0,0.174,308.6,850.8,56.8,480.1,365.5,1.0135,72.8,94.2
2024-01-06 09:00:00,16.0,11.0,0.1,7.16,2.02,11.8,0.174,308.62,854.9,57.2,492.6,368.1,1.0158,77.3,93.7
2024-01-06 10:00:00,15.5,10.7,-0.1,7.28,2.02,12.3,0.174,308.41,870.4,58.1,492.1,362.5,1.0131,81.6,96.6
2024-01-06 11:00:00,15.8,10.8,-0.1,7.25,2.04,11.8,0.174,308.74,868.8,58.0,499.5,368.8,1.0123,74.6,90.1
2024-01-06 12:00:00,15.3,11.1,-0.0,7.18,2.12,11.9,0.173,308.43,868.3,57.6,495.8,366.7,1.0139,82.6,91.2
2024-01-06 13:00:00,15.9,11.1,-0.2,7.18,2.01,11.5,0.173,308.47,881.1,57.4,502.7,371.6,1.0169,92.5,89.2
2024-01-06 14:00:00,15.0,11.0,-0.2,7.23,2.27,11.9,0.173,308.41,891.1,57.0,513.8,372.5,1.0171,85.0,97.7
2024-01-06 15:00:00,15.1,11.0,0.1,7.33,1.95,11.3,0.173,308.44,886.8,57.9,511.2,378.2,1.0162,86.7,100.2
2024-01-06 16:00:00,15.3,11.2,0.2,7.23,2.05,11.6,0.173,308.21,885.2,58.3,527.7,370.1,1.0167,79.9,99.3
2024-01-06 17:00:00,14.6,10.9,-0.0,7.17,2.01,12.3,0.173,308.13,875.6,58.1,518.6,369.0,1.0163,83.8,106.1
2024-01-06 18:00:00,14.9,11.1,0.1,7.23,2.68,12.3,0.173,308.73,881.4,58.7,525.9,368.3,1.014,85.5,98.3
2024-01-06 19:00:00,15.2,11.0,0.0,7.23,2.11,12.2,0.172,308.23,892.0,59.0,533.5,365.8,1.0161,86.4,102.3
2024-01-06 20:00:00,14.2,11.0,0.3,7.11,2.23,11.8,0.172,308.19,891.8,59.0,522.4,368.3,1.0169,94.9,94.1
2024-01-06 21:00:00,14.7,11.2,0.1,7.24,1.86,12.1,0.172,307.95,898.4,59.0,523.2,365.4,1.0168,91.7,98.1
2024-01-06 22:00:00,14.7,11.2,-0.0,7.24,2.12,12.1,0.172,308.25,,59.5,527.1,366.9,1.0177,83.8,104.0
2024-01-06 23:00:00,14.8,11.1,-0.1,7.28,2.21,11.8,0.172,308.1,909.5,59.8,546.0,371.1,1.0167,91.0,105.2
2024-01-07 00:00:00,14.2,11.2,-0.2,7.34,2.09,12.6,0.171,308.69,905.0,59.1,537.0,361.3,1.016,92.5,99.8
2024-01-07 01:00:00,14.1,11.0,0.0,7.3,2.24,12.4,0.171,308.55,911.7,60.5,557.2,369.5,1.0175,96.0,101.2
2024-01-07 02:00:00,14.7,11.1,-0.1,7.23,2.0,12.1,0.171,308.2,908.3,59.8,539.7,369.8,1.0153,98.4,94.2
2024-01-07 03:00:00,14.6,10.8,-0.1,7.19,2.29,12.2,0.171,308.78,888.3,59.9,545.1,363.6,1.0136,85.6,100.2
2024-01-07 04:00:00,14.6,10.9,-0.1,7.38,2.42,12.2,0.171,308.52,949.8,60.3,584.3,375.6,1.0153,91.8,112.3
2024-01-07 05:00:00,14.7,10.8,-0.1,7.25,2.02,11.6,0.17,308.25,993.2,60.1,608.7,395.6,1.0144,93.1,114.7
2024-01-07 06:00:00,14.4,10.8,0.2,7.25,,12.1,0.17,307.81,1006.9,60.5,623.8,412.8,1.0146,100.7,117.1
2024-01-07 07:00:00,14.7,10.9,0.1,7.25,,12.0,0.17,308.76,1041.6,60.1,628.6,414.2,1.0158,105.9,116.8
2024-01-07 08:00:00,14.8,10.6,-0.0,7.26,,11.9,0.17,308.01,1062.0,59.7,633.9,414.9,1.0146,109.6,117.7
2024-01-07 09:00:00,14.5,11.1,0.1,7.24,,12.2,0.17,307.95,1065.9,60.1,635.1,420.2,1.0156,104.9,115.1
2024-01-07 10:00:00,15.4,10.5,0.0,7.22,,12.8,0.169,308.48,1055.8,59.3,638.2,427.8,1.0124,104.0,122.3
2024-01-07 11:00:00,15.1,10.4,-0.1,7.22,,12.5,0.169,308.75,1075.0,59.9,630.7,428.3,1.0167,106.4,121.0
2024-01-07 12:00:00,14.7,10.8,0.2,7.25,,12.1,0.169,308.53,1062.2,59.7,628.5,426.3,1.0162,101.4,121.2
2024-01-07 13:00:00,15.3,10.7,0.1,7.22,1.94,12.5,0.169,308.36,1056.8,59.5,632.0,426.7,1.0146,115.8,115.9
2024-01-07 14:00:00,15.0,10.6,-0.1,7.21,1.93,12.8,0.169,308.35,1052.7,59.4,629.0,427.3,1.0175,97.0,107.4
2024-01-07 15:00:00,15.6,10.6,-0.0,7.25,1.96,12.6,0.168,308.4,1002.9,58.4,594.4,405.0,1.0178,100.5,117.5
2024-01-07 16:00:00,15.8,10.4,-0.1,7.23,,12.4,0.168,308.37,963.8,58.9,577.3,401.1,1.0125,105.6,105.1
2024-01-07 17:00:00,15.4,10.2,-0.1,7.32,2.12,12.2,0.168,308.26,941.6,59.1,560.9,383.4,1.014,92.6,99.8
2024-01-07 18:00:00,16.1,10.3,0.1,7.11,2.31,12.6,0.168,308.22,936.2,59.0,551.1,388.9,1.014,90.8,106.7
2024-01-07 19:00:00,16.0,10.1,0.2,7.3,1.93,12.5,0.168,308.18,929.8,58.2,554.9,389.7,1.0136,89.2,100.4
2024-01-07 20:00:00,16.3,10.4,-0.1,7.31,2.23,12.7,0.167,308.03,929.5,59.2,534.9,387.4,1.0171,89.4,106.9
2024-01-07 21:00:00,16.8,10.1,0.1,7.14,2.05,12.7,0.167,308.11,932.7,57.9,536.3,381.6,1.015,96.4,103.9
2024-01-07 22:00:00,16.3,9.9,-0.1,7.23,2.08,12.8,0.167,307.82,926.1,58.7,529.0,384.9,1.0149,77.8,103.4
2024-01-07 23:00:00,16.3,9.9,-0.0,7.23,2.19,12.3,0.167,308.13,897.6,58.2,518.0,383.1,1.0114,95.9,92.4
